,Sentence #,Word,POS,Tag
1151,,commander,NN,O
1152,,of,IN,O
1153,,Pakistani,JJ,B-gpe
1154,,troops,NNS,O
1155,,said,VBD,O
1156,,the,DT,O
1157,,army,NN,O
1158,,has,VBZ,O
1159,,almost,RB,O
1160,,completely,RB,O
1161,,eliminated,VBN,O
1162,,militants,NNS,O
1163,,in,IN,O
1164,,South,NNP,B-geo
1165,,Waziristan,NNP,I-geo
1166,,.,.,O
1167,Sentence: 51,The,DT,O
1168,,area,NN,O
1169,,became,VBD,O
1170,,a,DT,O
1171,,refuge,NN,O
1172,,for,IN,O
1173,,many,JJ,O
1174,,al-Qaida,NNP,B-org
1175,,and,CC,O
1176,,Taleban,NNP,B-org
1177,,fighters,NNS,O
1178,,after,IN,O
1179,,the,DT,O
1180,,Taleban,NNP,B-org
1181,,government,NN,O
1182,,was,VBD,O
1183,,ousted,VBN,O
1184,,in,IN,O
1185,,Afghanistan,NNP,B-geo
1186,,in,IN,O
1187,,2001,CD,B-tim
1188,,.,.,O
1189,Sentence: 52,A,DT,O
1190,,senior,JJ,O
1191,,Pakistani,JJ,B-gpe
1192,,military,JJ,O
1193,,official,NN,O
1194,,says,VBZ,O
1195,,Pakistan,NNP,B-gpe
1196,,wants,VBZ,O
1197,,to,TO,O
1198,,put,VB,O
1199,,what,WP,O
1200,,he,PRP,O
1201,,calls,VBZ,O
1202,,the,DT,O
1203,,"""",``,O
1204,,sordid,JJ,O
1205,,chapter,NN,O
1206,,"""",``,O
1207,,of,IN,O
1208,,proliferation,NN,O
1209,,by,IN,O
1210,,one,CD,O
1211,,of,IN,O
1212,,its,PRP$,O
1213,,top,JJ,O
1214,,scientists,NNS,O
1215,,behind,IN,O
1216,,it,PRP,O
1217,,and,CC,O
1218,,build,VB,O
1219,,civilian,JJ,O
1220,,nuclear,JJ,O
1221,,ties,NNS,O
1222,,with,IN,O
1223,,the,DT,O
1224,,United,NNP,B-gpe
1225,,States,NNPS,I-gpe
1226,,.,.,O
1227,Sentence: 53,But,CC,O
1228,,he,PRP,O
1229,,says,VBZ,O
1230,,Pakistan,NNP,B-gpe
1231,,is,VBZ,O
1232,,not,RB,O
1233,,ready,JJ,O
1234,,to,TO,O
1235,,make,VB,O
1236,,the,DT,O
1237,,nuclear,JJ,O
1238,,scientist,NN,O
1239,,",",",",O
1240,,Abdul,NNP,B-per
1241,,Qadeer,NNP,I-per
1242,,Khan,NNP,I-per
1243,,",",",",O
1244,,available,JJ,O
1245,,for,IN,O
1246,,direct,JJ,O
1247,,questioning,VBG,O
1248,,over,IN,O
1249,,his,PRP$,O
1250,,sale,NN,O
1251,,of,IN,O
1252,,nuclear,JJ,O
1253,,parts,NNS,O
1254,,and,CC,O
1255,,secrets,NNS,O
1256,,to,IN,O
1257,,states,NNS,O
1258,,including,VBG,O
1259,,Iran,NNP,B-gpe
1260,,",",",",O
1261,,Libya,NNP,B-gpe
1262,,and,CC,O
1263,,North,NNP,B-gpe
1264,,Korea,NNP,I-gpe
1265,,.,.,O
1266,Sentence: 54,He,PRP,O
1267,,said,VBD,O
1268,,there,EX,O
1269,,are,VBP,O
1270,,reasons,NNS,O
1271,,of,IN,O
1272,,national,JJ,O
1273,,sensitivities,NNS,O
1274,,for,IN,O
1275,,not,RB,O
1276,,making,VBG,O
1277,,him,PRP,O
1278,,available,JJ,O
1279,,.,.,O
1280,Sentence: 55,The,DT,O
1281,,Pakistani,JJ,B-gpe
1282,,official,NN,O
1283,,was,VBD,O
1284,,giving,VBG,O
1285,,a,DT,O
1286,,background,NN,O
1287,,briefing,NN,O
1288,,to,TO,O
1289,,a,DT,O
1290,,small,JJ,O
1291,,group,NN,O
1292,,of,IN,O
1293,,reporters,NNS,O
1294,,in,IN,O
1295,,Washington,NNP,B-geo
1296,,.,.,O
1297,Sentence: 56,Khan,NNP,B-per
1298,,admitted,VBD,O
1299,,in,IN,O
1300,,2004,CD,B-tim
1301,,that,IN,O
1302,,he,PRP,O
1303,,operated,VBD,O
1304,,a,DT,O
1305,,worldwide,JJ,O
1306,,clandestine,NN,O
1307,,network,NN,O
1308,,to,TO,O
1309,,sell,VB,O
1310,,nuclear,JJ,O
1311,,technology,NN,O
1312,,in,IN,O
1313,,the,DT,O
1314,,black,JJ,O
1315,,market,NN,O
1316,,.,.,O
1317,Sentence: 57,He,PRP,O
1318,,was,VBD,O
1319,,placed,VBN,O
1320,,under,IN,O
1321,,house,NN,O
1322,,arrest,NN,O
1323,,in,IN,O
1324,,Islamabad,NNP,B-geo
1325,,",",",",O
1326,,but,CC,O
1327,,not,RB,O
1328,,jailed,VBN,O
1329,,because,IN,O
1330,,he,PRP,O
1331,,is,VBZ,O
1332,,considered,VBN,O
1333,,the,DT,O
1334,,father,NN,O
1335,,of,IN,O
1336,,Pakistan,NNP,B-geo
1337,,'s,POS,O
1338,,nuclear,JJ,O
1339,,bomb,NN,O
1340,,.,.,O
1341,Sentence: 58,U.S.,NNP,B-gpe
1342,,Army,NNP,B-org
1343,,officials,NNS,O
1344,,said,VBD,O
1345,,Wednesday,NNP,B-tim
1346,,that,IN,O
1347,,they,PRP,O
1348,,will,MD,O
1349,,not,RB,O
1350,,renew,VB,O
1351,,a,DT,O
1352,,controversial,JJ,O
1353,,multi-billion,JJ,O
1354,,dollar,NN,O
1355,,contract,NN,O
1356,,with,IN,O
1357,,the,DT,O
1358,,Halliburton,NNP,B-org
1359,,company,NN,O
1360,,to,TO,O
1361,,provide,VB,O
1362,,logistical,JJ,O
1363,,support,NN,O
1364,,to,IN,O
1365,,U.S.,NNP,B-gpe
1366,,troops,NNS,O
1367,,in,IN,O
1368,,Iraq,NNP,B-geo
1369,,and,CC,O
1370,,elsewhere,RB,O
1371,,.,.,O
1372,Sentence: 59,Halliburton,NNP,B-org
1373,,has,VBZ,O
1374,,been,VBN,O
1375,,providing,VBG,O
1376,,a,DT,O
1377,,long,JJ,O
1378,,list,NN,O
1379,,of,IN,O
1380,,services,NNS,O
1381,,",",",",O
1382,,from,IN,O
1383,,meals,NNS,O
1384,,to,TO,O
1385,,communication,NN,O
1386,,",",",",O
1387,,for,IN,O
1388,,the,DT,O
1389,,military,NN,O
1390,,for,IN,O
1391,,several,JJ,O
1392,,years,NNS,O
1393,,.,.,O
1394,Sentence: 60,Critics,NNS,O
1395,,of,IN,O
1396,,Halliburton,NNP,B-org
1397,,include,VBP,O
1398,,auditors,NNS,O
1399,,and,CC,O
1400,,congressional,JJ,O
1401,,Democrats,NNS,O
1402,,.,.,O
1403,Sentence: 61,They,PRP,O
1404,,say,VBP,O
1405,,the,DT,O
1406,,company,NN,O
1407,,has,VBZ,O
1408,,produced,VBN,O
1409,,some,DT,O
1410,,shoddy,JJ,O
1411,,work,NN,O
1412,,and,CC,O
1413,,charges,VBZ,O
1414,,too,RB,O
1415,,much,JJ,O
1416,,money,NN,O
1417,,.,.,O
1418,Sentence: 62,The,DT,O
1419,,company,NN,O
1420,,strongly,RB,O
1421,,denies,VBZ,O
1422,,the,DT,O
1423,,allegations,NNS,O
1424,,.,.,O
1425,Sentence: 63,When,WRB,O
1426,,the,DT,O
1427,,huge,JJ,O
1428,,contract,NN,O
1429,,is,VBZ,O
1430,,put,VBN,O
1431,,out,RP,O
1432,,for,IN,O
1433,,re-bidding,NN,O
1434,,",",",",O
1435,,several,JJ,O
1436,,companies,NNS,O
1437,,will,MD,O
1438,,get,VB,O
1439,,a,DT,O
1440,,chance,NN,O
1441,,to,TO,O
1442,,compete,VB,O
1443,,for,IN,O
1444,,portions,NNS,O
1445,,of,IN,O
1446,,the,DT,O
1447,,work,NN,O
1448,,.,.,O
1449,Sentence: 64,Representatives,NNS,O
1450,,from,IN,O
1451,,the,DT,O
1452,,Asia,NNP,B-org
1453,,Pacific,NNP,I-org
1454,,Economic,NNP,I-org
1455,,Cooperation,NNP,I-org
1456,,Business,NNP,I-org
1457,,Advisory,NNP,I-org
1458,,Council,NNP,I-org
1459,,are,VBP,O
1460,,holding,VBG,O
1461,,meetings,NNS,O
1462,,this,DT,O
1463,,week,NN,O
1464,,to,TO,O
1465,,finalize,VB,O
1466,,their,PRP$,O
1467,,annual,JJ,O
1468,,report,NN,O
1469,,for,IN,O
1470,,APEC,NNP,B-org
1471,,leaders,NNS,O
1472,,who,WP,O
1473,,will,MD,O
1474,,hold,VB,O
1475,,a,DT,O
1476,,summit,NN,O
1477,,on,IN,O
1478,,September,NNP,B-tim
1479,,8,CD,I-tim
1480,,and,CC,O
1481,,9,CD,B-tim
1482,,.,.,O
1483,Sentence: 65,VOA,NNP,B-org
1484,,'s,POS,O
1485,,Nancy-Amelia,NNP,B-per
1486,,Collins,NNP,I-per
1487,,reports,VBZ,O
1488,,from,IN,O
1489,,Sydney,NNP,B-geo
1490,,.,.,O
1491,Sentence: 66,Energy,NN,O
1492,,",",",",O
1493,,security,NN,O
1494,,",",",",O
1495,,climate,NN,O
1496,,change,NN,O
1497,,",",",",O
1498,,the,DT,O
1499,,World,NNP,B-org
1500,,Trade,NNP,I-org
1501,,Organization,NNP,I-org
1502,,'s,POS,O
1503,,stalled,VBN,O
1504,,negotiations,NNS,O
1505,,",",",",O
1506,,and,CC,O
1507,,investment,NN,O
1508,,are,VBP,O
1509,,all,DT,O
1510,,expected,VBN,O
1511,,to,TO,O
1512,,be,VB,O
1513,,among,IN,O
1514,,the,DT,O
1515,,major,JJ,O
1516,,topics,NNS,O
1517,,in,IN,O
1518,,the,DT,O
1519,,annual,JJ,O
1520,,report,NN,O
1521,,of,IN,O
1522,,the,DT,O
1523,,APEC,NNP,B-org
1524,,Business,NNP,I-org
1525,,Advisory,NNP,I-org
1526,,Council,NNP,I-org
1527,,",",",",O
1528,,known,VBN,O
1529,,as,IN,O
1530,,ABAC,NNP,B-org
1531,,.,.,O
1532,Sentence: 67,Tim,NNP,B-per
1533,,Harcourt,NNP,I-per
1534,,",",",",O
1535,,the,DT,O
1536,,chief,JJ,O
1537,,economist,NN,O
1538,,of,IN,O
1539,,the,DT,O
1540,,Australian,NNP,B-org
1541,,Trade,NNP,I-org
1542,,Commission,NNP,I-org
1543,,",",",",O
1544,,says,VBZ,O
1545,,ABAC,NNP,B-org
1546,,plays,VBZ,O
1547,,an,DT,O
1548,,important,JJ,O
1549,,role,NN,O
1550,,by,IN,O
1551,,informing,VBG,O
1552,,governments,NNS,O
1553,,where,WRB,O
1554,,there,EX,O
1555,,are,VBP,O
1556,,problems,NNS,O
1557,,.,.,O
1558,Sentence: 68,"""",``,O
1559,,The,DT,O
1560,,most,RBS,O
1561,,important,JJ,O
1562,,thing,NN,O
1563,,the,DT,O
1564,,business,NN,O
1565,,groups,NNS,O
1566,,can,MD,O
1567,,do,VB,O
1568,,is,VBZ,O
1569,,to,TO,O
1570,,tell,VB,O
1571,,the,DT,O
1572,,governments,NNS,O
1573,,where,WRB,O
1574,,there,EX,O
1575,,are,VBP,O
1576,,logjams,NNS,O
1577,,",",",",O
1578,,where,WRB,O
1579,,there,EX,O
1580,,are,VBP,O
1581,,obstacles,NNS,O
1582,,",",",",O
1583,,where,WRB,O
1584,,things,NNS,O
1585,,can,MD,O
1586,,improve,VB,O
1587,,",",",",O
1588,,"""",``,O
1589,,Harcourt,NNP,B-per
1590,,said,VBD,O
1591,,.,.,O
1592,Sentence: 69,"""",``,O
1593,,I,PRP,O
1594,,think,VBP,O
1595,,actually,RB,O
1596,,ABAC,NNP,B-org
1597,,has,VBZ,O
1598,,played,VBN,O
1599,,a,DT,O
1600,,pretty,RB,O
1601,,good,JJ,O
1602,,leadership,NN,O
1603,,on,IN,O
1604,,that,DT,O
1605,,in,IN,O
1606,,talking,VBG,O
1607,,about,IN,O
1608,,trade,NN,O
1609,,facilitation,NN,O
1610,,and,CC,O
1611,,basically,RB,O
1612,,making,VBG,O
1613,,sure,JJ,O
1614,,standards,NNS,O
1615,,are,VBP,O
1616,,consistent,JJ,O
1617,,and,CC,O
1618,,harmonious,JJ,O
1619,,across,IN,O
1620,,the,DT,O
1621,,region,NN,O
1622,,.,.,O
1623,,"""",``,O
1624,Sentence: 70,ABAC,NNP,B-org
1625,,comprises,VBZ,O
1626,,up,RP,O
1627,,to,TO,O
1628,,three,CD,O
1629,,members,NNS,O
1630,,of,IN,O
1631,,the,DT,O
1632,,private,JJ,O
1633,,sector,NN,O
1634,,of,IN,O
1635,,each,DT,O
1636,,of,IN,O
1637,,the,DT,O
1638,,21,CD,O
1639,,economies,NNS,O
1640,,that,WDT,O
1641,,make,VBP,O
1642,,up,RP,O
1643,,APEC,NNP,B-org
1644,,.,.,O
1645,Sentence: 71,It,PRP,O
1646,,meets,VBZ,O
1647,,three,CD,O
1648,,times,NNS,O
1649,,a,DT,O
1650,,year,NN,O
1651,,.,.,O
1652,Sentence: 72,It,PRP,O
1653,,was,VBD,O
1654,,made,VBN,O
1655,,a,DT,O
1656,,permanent,JJ,O
1657,,body,NN,O
1658,,in,IN,O
1659,,1995,CD,B-tim
1660,,to,TO,O
1661,,provide,VB,O
1662,,an,DT,O
1663,,independent,JJ,O
1664,,business,NN,O
1665,,perspective,NN,O
1666,,within,IN,O
1667,,APEC,NNP,B-org
1668,,.,.,O
1669,Sentence: 73,Members,NNS,O
1670,,represent,VBP,O
1671,,a,DT,O
1672,,range,NN,O
1673,,of,IN,O
1674,,business,NN,O
1675,,sectors,NNS,O
1676,,",",",",O
1677,,including,VBG,O
1678,,medium,JJ,O
1679,,and,CC,O
1680,,small,JJ,O
1681,,businesses,NNS,O
1682,,.,.,O
1683,Sentence: 74,ABAC,NNP,B-org
1684,,says,VBZ,O
1685,,there,EX,O
1686,,is,VBZ,O
1687,,a,DT,O
1688,,need,NN,O
1689,,for,IN,O
1690,,businesses,NNS,O
1691,,to,TO,O
1692,,improve,VB,O
1693,,energy,NN,O
1694,,efficiency,NN,O
1695,,and,CC,O
1696,,to,TO,O
1697,,encourage,VB,O
1698,,conservation,NN,O
1699,,practices,NNS,O
1700,,",",",",O
1701,,and,CC,O
1702,,is,VBZ,O
1703,,expected,VBN,O
1704,,to,TO,O
1705,,include,VB,O
1706,,this,DT,O
1707,,in,IN,O
1708,,its,PRP$,O
1709,,annual,JJ,O
1710,,report,NN,O
1711,,.,.,O
1712,Sentence: 75,Harcourt,NNP,B-per
1713,,",",",",O
1714,,of,IN,O
1715,,the,DT,O
1716,,Australian,NNP,B-org
1717,,Trade,NNP,I-org
1718,,Commission,NNP,I-org
1719,,",",",",O
1720,,says,VBZ,O
1721,,the,DT,O
1722,,ABAC,NNP,B-org
1723,,report,NN,O
1724,,will,MD,O
1725,,also,RB,O
1726,,discuss,VB,O
1727,,ways,NNS,O
1728,,to,TO,O
1729,,enhance,VB,O
1730,,regional,JJ,O
1731,,cooperation,NN,O
1732,,.,.,O
1733,Sentence: 76,"""",``,O
1734,,I,PRP,O
1735,,reckon,VBP,O
1736,,they,PRP,O
1737,,'ll,MD,O
1738,,talk,VB,O
1739,,a,DT,O
1740,,little,JJ,O
1741,,bit,NN,O
1742,,about,IN,O
1743,,customs,NNS,O
1744,,and,CC,O
1745,,quarantine,NN,O
1746,,",",",",O
1747,,a,DT,O
1748,,little,JJ,O
1749,,bit,NN,O
1750,,about,IN,O
1751,,having,VBG,O
1752,,consistent,JJ,O
1753,,security,NN,O
1754,,arrangements,NNS,O
1755,,around,IN,O
1756,,the,DT,O
1757,,region,NN,O
1758,,",",",",O
1759,,"""",``,O
1760,,Harcourt,NNP,B-per
1761,,said,VBD,O
1762,,.,.,O
1763,Sentence: 77,"""",``,O
1764,,And,CC,O
1765,,I,PRP,O
1766,,think,VBP,O
1767,,they,PRP,O
1768,,'ll,MD,O
1769,,want,VB,O
1770,,a,DT,O
1771,,one-stop,JJ,O
1772,,shop,NN,O
1773,,in,IN,O
1774,,terms,NNS,O
1775,,of,IN,O
1776,,combining,VBG,O
1777,,security,NN,O
1778,,",",",",O
1779,,immigration,NN,O
1780,,",",",",O
1781,,customs,NNS,O
1782,,",",",",O
1783,,and,CC,O
1784,,quarantine,VB,O
1785,,together,RB,O
1786,,…,",",O
1787,,just,RB,O
1788,,to,TO,O
1789,,make,VB,O
1790,,sure,JJ,O
1791,,it,PRP,O
1792,,'s,VBZ,O
1793,,more,JJR,O
1794,,streamlined,JJ,O
1795,,and,CC,O
1796,,provides,VBZ,O
1797,,more,JJR,O
1798,,certainty,NN,O
1799,,.,.,O
1800,,"""",``,O
1801,Sentence: 78,ABAC,NNP,B-org
1802,,is,VBZ,O
1803,,the,DT,O
1804,,only,JJ,O
1805,,non-governmental,JJ,O
1806,,body,NN,O
1807,,that,WDT,O
1808,,has,VBZ,O
1809,,an,DT,O
1810,,official,JJ,O
1811,,role,NN,O
1812,,and,CC,O
1813,,formal,JJ,O
1814,,dialogue,NN,O
1815,,with,IN,O
1816,,the,DT,O
1817,,leaders,NNS,O
1818,,of,IN,O
1819,,the,DT,O
1820,,APEC,NNP,B-org
1821,,economies,NNS,O
1822,,.,.,O
1823,Sentence: 79,It,PRP,O
1824,,will,MD,O
1825,,present,VB,O
1826,,its,PRP$,O
1827,,annual,JJ,O
1828,,report,NN,O
1829,,at,IN,O
1830,,the,DT,O
1831,,APEC,NNP,B-org
1832,,leaders,NNS,O
1833,,meeting,NN,O
1834,,on,IN,O
1835,,Saturday,NNP,B-tim
1836,,.,.,O
1837,Sentence: 80,Sudan,NNP,B-gpe
1838,,'s,POS,O
1839,,government,NN,O
1840,,says,VBZ,O
1841,,it,PRP,O
1842,,will,MD,O
1843,,order,VB,O
1844,,troops,NNS,O
1845,,to,TO,O
1846,,end,VB,O
1847,,attacks,NNS,O
1848,,immediately,RB,O
1849,,in,IN,O
1850,,Darfur,NNP,B-geo
1851,,",",",",O
1852,,and,CC,O
1853,,is,VBZ,O
1854,,asking,VBG,O
1855,,rebels,NNS,O
1856,,to,TO,O
1857,,do,VB,O
1858,,the,DT,O
1859,,same,NN,O
1860,,.,.,O
1861,Sentence: 81,Foreign,NNP,B-per
1862,,Minister,NNP,I-per
1863,,Mustafa,NNP,I-per
1864,,Osman,NNP,I-per
1865,,Ismail,NNP,I-per
1866,,says,VBZ,O
1867,,Sudanese,JJ,B-gpe
1868,,troops,NNS,O
1869,,will,MD,O
1870,,also,RB,O
1871,,withdraw,VB,O
1872,,to,TO,O
1873,,positions,NNS,O
1874,,held,VBN,O
1875,,before,IN,O
1876,,an,DT,O
1877,,April,NNP,B-tim
1878,,cease-fire,NN,O
1879,,",",",",O
1880,,if,IN,O
1881,,rebels,NNS,O
1882,,in,IN,O
1883,,the,DT,O
1884,,western,JJ,O
1885,,region,NN,O
1886,,agree,VBP,O
1887,,to,TO,O
1888,,stop,VB,O
1889,,attacks,NNS,O
1890,,.,.,O
1891,Sentence: 82,Mr.,NNP,B-per
1892,,Ismail,NNP,I-per
1893,,announced,VBD,O
1894,,the,DT,O
1895,,decision,NN,O
1896,,after,IN,O
1897,,meeting,VBG,O
1898,,with,IN,O
1899,,officials,NNS,O
1900,,from,IN,O
1901,,the,DT,O
1902,,United,NNP,B-org
1903,,Nations,NNPS,I-org
1904,,and,CC,O
1905,,African,NNP,B-org
1906,,Union,NNP,I-org
1907,,in,IN,O
1908,,Khartoum,NNP,B-geo
1909,,Sunday,NNP,B-tim
1910,,.,.,O
1911,Sentence: 83,In,IN,O
1912,,recent,JJ,O
1913,,weeks,NNS,O
1914,,",",",",O
1915,,AU,NNP,B-org
1916,,officials,NNS,O
1917,,say,VBP,O
1918,,Sudanese,JJ,B-gpe
1919,,troops,NNS,O
1920,,and,CC,O
1921,,rebels,NNS,O
1922,,have,VBP,O
1923,,repeatedly,RB,O
1924,,violated,VBN,O
1925,,the,DT,O
1926,,April,NNP,B-tim
1927,,truce,NN,O
1928,,.,.,O
1929,Sentence: 84,Saturday,NNP,B-tim
1930,,",",",",O
1931,,the,DT,O
1932,,head,NN,O
1933,,of,IN,O
1934,,AU,NNP,B-org
1935,,forces,NNS,O
1936,,in,IN,O
1937,,Darfur,NNP,B-geo
1938,,accused,VBD,O
1939,,Sudanese,JJ,B-gpe
1940,,government,NN,O
1941,,helicopters,NNS,O
1942,,of,IN,O
1943,,bombing,VBG,O
1944,,rebel,NN,O
1945,,sites,NNS,O
1946,,in,IN,O
1947,,the,DT,O
1948,,South,NNP,B-geo
1949,,Darfur,NNP,I-geo
1950,,village,NN,O
1951,,of,IN,O
1952,,Labado,NNP,B-geo
1953,,.,.,O
1954,Sentence: 85,Khartoum,NNP,B-gpe
1955,,says,VBZ,O
1956,,troops,NNS,O
1957,,were,VBD,O
1958,,defending,VBG,O
1959,,their,PRP$,O
1960,,positions,NNS,O
1961,,from,IN,O
1962,,rebel,NN,O
1963,,attacks,NNS,O
1964,,.,.,O
1965,Sentence: 86,Aid,NN,O
1966,,workers,NNS,O
1967,,say,VBP,O
1968,,some,DT,O
1969,,relief,NN,O
1970,,efforts,NNS,O
1971,,have,VBP,O
1972,,been,VBN,O
1973,,suspended,VBN,O
1974,,in,IN,O
1975,,South,NNP,B-geo
1976,,Darfur,NNP,I-geo
1977,,due,JJ,O
1978,,to,TO,O
1979,,recent,JJ,O
1980,,attacks,NNS,O
1981,,.,.,O
1982,Sentence: 87,Indonesian,JJ,B-gpe
1983,,police,NNS,O
1984,,have,VBP,O
1985,,arrested,VBN,O
1986,,three,CD,O
1987,,men,NNS,O
1988,,in,IN,O
1989,,connection,NN,O
1990,,with,IN,O
1991,,the,DT,O
1992,,October,NNP,B-tim
1993,,1,CD,I-tim
1994,,Bali,NNP,B-geo
1995,,bombings,NNS,O
1996,,that,WDT,O
1997,,left,VBD,O
1998,,23,CD,O
1999,,people,NNS,O
2000,,dead,JJ,O
2001,,.,.,O
2002,Sentence: 88,Indonesian,JJ,B-gpe
2003,,police,NN,O
2004,,said,VBD,O
2005,,Wednesday,NNP,B-tim
2006,,the,DT,O
2007,,men,NNS,O
2008,,were,VBD,O
2009,,flown,VBN,O
2010,,to,TO,O
2011,,Bali,NNP,B-geo
2012,,from,IN,O
2013,,neighboring,VBG,O
2014,,Java,NNP,B-geo
2015,,island,NN,O
2016,,for,IN,O
2017,,questioning,VBG,O
2018,,at,IN,O
2019,,Bali,NNP,B-geo
2020,,police,NN,O
2021,,headquarters,NN,O
2022,,.,.,O
2023,Sentence: 89,Australian,JJ,B-gpe
2024,,and,CC,O
2025,,French,JJ,B-gpe
2026,,news,NN,O
2027,,agencies,NNS,O
2028,,say,VBP,O
2029,,at,IN,O
2030,,least,JJS,O
2031,,one,CD,O
2032,,of,IN,O
2033,,the,DT,O
2034,,men,NNS,O
2035,,arrested,VBN,O
2036,,(,LRB,O
2037,,Cholily,NNP,B-per
2038,,),RRB,O
2039,,was,VBD,O
2040,,captured,VBN,O
2041,,during,IN,O
2042,,a,DT,O
2043,,series,NN,O
2044,,of,IN,O
2045,,counter-terrorism,NN,O
2046,,raids,NNS,O
2047,,last,JJ,O
2048,,week,NN,O
2049,,in,IN,O
2050,,Indonesia,NNP,B-geo
2051,,.,.,O
2052,Sentence: 90,The,DT,O
2053,,raids,NNS,O
2054,,ended,VBD,O
2055,,with,IN,O
2056,,the,DT,O
2057,,death,NN,O
2058,,of,IN,O
2059,,alleged,JJ,O
2060,,extremist,NN,O
2061,,bombmaker,NN,O
2062,,Azahari,NNP,B-per
2063,,bin,NNP,I-per
2064,,Husin,NNP,I-per
2065,,.,.,O
2066,Sentence: 91,Indonesian,JJ,B-gpe
2067,,authorities,NNS,O
2068,,blame,VBP,O
2069,,Azahari,NNP,B-per
2070,,bin,NNP,I-per
2071,,Husin,NNP,I-per
2072,,for,IN,O
2073,,orchestrating,VBG,O
2074,,last,JJ,O
2075,,month,NN,O
2076,,'s,POS,O
2077,,attacks,NNS,O
2078,,in,IN,O
2079,,Bali,NNP,B-geo
2080,,as,RB,O
2081,,well,RB,O
2082,,as,IN,O
2083,,the,DT,O
2084,,2002,CD,B-tim
2085,,Bali,NNP,B-geo
2086,,bombings,NNS,O
2087,,that,WDT,O
2088,,killed,VBD,O
2089,,more,JJR,O
2090,,than,IN,O
2091,,200,CD,O
2092,,people,NNS,O
2093,,.,.,O
2094,Sentence: 92,Gunmen,NNS,O
2095,,have,VBP,O
2096,,shot,VBN,O
2097,,and,CC,O
2098,,killed,VBN,O
2099,,a,DT,O
2100,,Roman,NNP,B-org
2101,,Catholic,NNP,I-org
2102,,nun,NN,O
2103,,and,CC,O
2104,,her,PRP$,O
2105,,bodyguard,NN,O
2106,,at,IN,O
2107,,the,DT,O
2108,,hospital,NN,O
2109,,where,WRB,O
2110,,she,PRP,O
2111,,worked,VBD,O
2112,,in,IN,O
2113,,Islamist-controlled,JJ,O
2114,,Mogadishu,NNP,B-geo
2115,,",",",",O
2116,,Somalia,NNP,B-geo
2117,,.,.,O
2118,Sentence: 93,Some,DT,O
2119,,witnesses,NNS,O
2120,,to,TO,O
2121,,the,DT,O
2122,,Sunday,NNP,B-tim
2123,,shooting,NN,O
2124,,said,VBD,O
2125,,they,PRP,O
2126,,feared,VBD,O
2127,,the,DT,O
2128,,attack,NN,O
2129,,was,VBD,O
2130,,linked,VBN,O
2131,,to,IN,O
2132,,Muslim,NN,O
2133,,anger,NN,O
2134,,toward,IN,O
2135,,Pope,NNP,B-per
2136,,Benedict,NNP,I-per
2137,,.,.,O
2138,Sentence: 94,Two,CD,O
2139,,men,NNS,O
2140,,with,IN,O
2141,,pistols,NNS,O
2142,,attacked,VBD,O
2143,,the,DT,O
2144,,nun,NN,O
2145,,",",",",O
2146,,Sister,NNP,B-per
2147,,Leonella,NNP,I-per
2148,,Sgorbati,NNP,I-per
2149,,",",",",O
2150,,after,IN,O
2151,,she,PRP,O
2152,,finished,VBD,O
2153,,teaching,VBG,O
2154,,a,DT,O
2155,,medical,JJ,O
2156,,school,NN,O
2157,,class,NN,O
2158,,at,IN,O
2159,,the,DT,O
2160,,hospital,NN,O
2161,,in,IN,O
2162,,southern,JJ,O
2163,,Mogadishu,NNP,B-geo
2164,,.,.,O
2165,Sentence: 95,Officials,NNS,O
2166,,say,VBP,O
2167,,one,CD,O
2168,,suspect,NN,O
2169,,was,VBD,O
2170,,arrested,VBN,O
2171,,.,.,O
2172,Sentence: 96,In,IN,O
2173,,Rome,NNP,B-geo
2174,,",",",",O
2175,,a,DT,O
2176,,Vatican,NNP,B-org
2177,,spokesman,NN,O
2178,,deplored,VBD,O
2179,,the,DT,O
2180,,attack,NN,O
2181,,and,CC,O
2182,,said,VBD,O
2183,,he,PRP,O
2184,,hoped,VBD,O
2185,,it,PRP,O
2186,,was,VBD,O
2187,,an,DT,O
2188,,isolated,JJ,O
2189,,event,NN,O
2190,,",",",",O
2191,,and,CC,O
2192,,not,RB,O
2193,,irrationality,JJ,O
2194,,arising,VBG,O
2195,,from,IN,O
2196,,comments,NNS,O
2197,,made,VBN,O
2198,,by,IN,O
2199,,the,DT,O
2200,,Pope,NN,O
2201,,which,WDT,O
2202,,angered,VBD,O
2203,,some,DT,O
2204,,Muslims,NNS,O
2205,,.,.,O
2206,Sentence: 97,Authorities,NNS,O
2207,,in,IN,O
2208,,Mogadishu,NNP,B-geo
2209,,have,VBP,O
2210,,not,RB,O
2211,,determined,VBN,O
2212,,a,DT,O
2213,,motive,NN,O
2214,,for,IN,O
2215,,the,DT,O
2216,,shooting,NN,O
2217,,.,.,O
2218,Sentence: 98,The,DT,O
2219,,pope,NN,O
2220,,has,VBZ,O
2221,,said,VBN,O
2222,,he,PRP,O
2223,,meant,VBD,O
2224,,no,DT,O
2225,,offense,NN,O
2226,,to,TO,O
2227,,Muslims,NNPS,O
2228,,when,WRB,O
2229,,he,PRP,O
2230,,quoted,VBD,O
2231,,a,DT,O
2232,,14,CD,O
2233,,century,NN,O
2234,,Byzantine,NNP,B-per
